Code gare;Intitul̩ gare;Nombre plateformes;Segment DRG;UIC;Unit̩ gare;TVS;Code postal;Commune;D̩partement - Commune;D̩partement;R̩gion;Agence G&C;R̩gion SNCF;Niveau de service;Longitude WGS 84;Latitude WGS 84;Date fin validit̩ gare
2877;Coucy-l̬s-Eppes;1;c;87171769;;CCP;2840;Coucy-l̬s-Eppes;02-218;Aisne;Picardie;AG Manche-Nord;REGION CHAMPAGNE-ARDENNE;1;3.7748209;49.556282;
2878;Saint-Erme;1;c;87171751;;SER;2820;Saint-Erme-Outre-et-Ramecourt;02-676;Aisne;Picardie;AG Manche-Nord;REGION CHAMPAGNE-ARDENNE;1;3.8576502;49.5269865;
2879;Amifontaine;1;c;87171744;;AMF;2190;Amifontaine;02-013;Aisne;Picardie;AG Manche-Nord;REGION CHAMPAGNE-ARDENNE;1;3.9105811;49.4847322;
2880;Guignicourt;1;b;87171736;;GUI;2190;Guignicourt;02-360;Aisne;Picardie;AG Manche-Nord;REGION CHAMPAGNE-ARDENNE;1;3.961334;49.434862;
2881;Loivre;1;c;87171728;;LXV;51220;Loivre;51-329;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;3.9906699;49.3466786;
2882;Courcy - Brimont;1;c;87171710;;CIM;51220;Courcy;51-183;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.0134623;49.3296003;
2883;Aguilcourt - Variscourt;1;c;87171702;;AGK;2190;Variscourt;02-761;Aisne;Picardie;AG Manche-Nord;REGION CHAMPAGNE-ARDENNE;1;3.973137;49.408017;
2884;Sept-Saulx;1;c;87171645;;ZSX;51400;Sept-Saulx;51-530;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.2569742;49.1511332;
2885;Sillery;1;c;87171637;;SLY;51500;Sillery;51-536;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.14427;49.20324;
2886;Prunay;1;c;87171629;;PWH;51360;Prunay;51-449;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.18364;49.1988;
2887;Val-de-Vesle;1;c;87171611;;VVM;51360;Val-de-Vesle;51-571;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.22221;49.17792;
2888;Rilly-la-Montagne;1;c;87171595;;RAG;51500;Rilly-la-Montagne;51-461;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.0408608;49.1664524;
2889;Germaine;1;c;87171587;;GEA;51160;Germaine;51-266;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.0228976;49.1277634;
2890;Avenay;1;c;87171579;;AAY;51160;Avenay-Val-d'Or;51-028;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.043689;49.0647826;
2891;Ay;1;c;87171561;;AYN;51160;Ay;51-030;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.0015644;49.0487318;
2892;��pernay;1;b;87171553;;EPR;51200;��pernay;51-230;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;3.959798;49.046289;
2893;Dormans;1;c;87171512;;DOR;51700;Dormans;51-217;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;3.641709;49.0791611;
2894;Bazancourt;1;b;87171462;;BZT;51110;Bazancourt;51-043;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.173887;49.361202;
2895;F̬re-en-Tardenois;1;c;87171371;;FET;2130;F̬re-en-Tardenois;02-305;Aisne;Picardie;AG Manche-Nord;REGION CHAMPAGNE-ARDENNE;1;3.5042685;49.2085631;
2896;Mont-Notre-Dame;1;c;87171355;;MDA;2220;Mont-Notre-Dame;02-520;Aisne;Picardie;AG Manche-Nord;REGION CHAMPAGNE-ARDENNE;1;3.5764545;49.2967797;
2897;Bazoches;1;c;87171348;;BCE;2220;Bazoches-sur-Vesles;02-054;Aisne;Picardie;AG Manche-Nord;REGION CHAMPAGNE-ARDENNE;1;3.6163588;49.30518;
2898;Fismes;1;b;87171330;;FIO;51170;Fismes;51-250;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;3.682130;49.310665;
2899;Breuil - Romain;1;c;87171322;;BPR;51140;Breuil;51-086;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;3.7665322;49.3084141;
2900;Jonchery-sur-Vesle;1;b;87171314;;JYV;51140;Jonchery-sur-Vesle;51-308;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;3.819422;49.290057;
2901;Muizon;1;c;87171298;;MIZ;51140;Muizon;51-391;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;3.8915287;49.2781012;
2902;Reims Maison Blanche;1;c;87171272;;RSN;51300;Reims;51-454;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.0224927;49.2336853;
2903;Trois-Puits;1;c;87171264;;TRT;51500;Trois-Puits;51-584;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.0384678;49.2067481;
2904;Montbr̩;1;c;87171256;;MPB;51500;Montbr̩;51-375;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.0388482;49.1942075;
2905;Reims;1;a;87171009;;RMS;51100;Reims;51-454;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;2; 4.024435;49.258978;
2906;La Plaine Stade de France - Saint-Denis - Aubervilliers;1;b;87164798;;LPN;93200;Saint-Denis;93-066;Seine-Saint-Denis;�_le-de-France;AG Ile-de-France;REGION DE PARIS-NORD;;2.36257;48.91839;
2907;Stade de France Saint-Denis;1;b;87164780;;SFD;93200;Saint-Denis;93-066;Seine-Saint-Denis;�_le-de-France;AG Ile-de-France;REGION DE PARIS-NORD;;2.35134;48.91779;
2908;Ker Lann;1;c;87159947;;KEL;35170;Montauban-de-Bretagne;35-184;Ille-et-Vilaine;Bretagne;AG Centre-Ouest;REGION BRETAGNE;1;-1.7398306;48.0429857;
2909;Meuse TGV;1;a;87147322;;TGM;55220;Trois-Domaines;55-254;Meuse;Lorraine;AG Est-Europ̩en;REGION LORRAINE;2; 5.270954;48.978549;
2910;Saint-Nabord;1;c;87146217;;XNB;88200;Saint-Nabord;88-429;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.5818945;48.0461722;
2911;Saint-Michel-sur-Meurthe;1;c;87144683;;SSM;88470;Saint-Michel-sur-Meurthe;88-428;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.8882777;48.3269843;
2912;��tival-Clairefontaine;1;c;87144642;;ETL;88480;��tival-Clairefontaine;88-165;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.8769607;48.3671987;
2913;Raon-l'��tape;1;b;87144626;;RAO;88110;Raon-l'��tape;88-372;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.837302;48.404002;
2914;Saint-L̩onard;1;c;87144477;;SLR;88650;Saint-L̩onard;88-423;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.9415509;48.2170818;
2915;Remiremont;1;b;87144451;;RMT;88200;Remiremont;88-383;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;2;6.598855;48.016363;
2916;��loyes;1;c;87144436;;ELS;88510;��loyes;88-158;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.6001593;48.087067;
2917;Pouxeux;1;c;87144428;;PXX;88550;Pouxeux;88-358;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.5810266;48.1039421;
2918;Arches;1;c;87144410;;ARH;88380;Arches;88-011;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.5283085;48.1198133;
2919;Colroy - Lubine;1;c;87144386;;CXL;88490;Colroy-la-Grande;88-112;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;7.1317294;48.3145855;
2920;Provench̬res-sur-Fave;1;c;87144345;;PVF;88490;Provench̬res-sur-Fave;88-361;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;7.0854904;48.3046291;
2921;Lesseux - Frapelle;1;c;87144329;;LXF;88490;Lusse;88-276;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;7.0767025;48.2898717;
2922;Rozi̬res-sur-Mouzon;1;c;87144311;;RSM;88320;Rozi̬res-sur-Mouzon;88-404;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.7054886;48.1208921;
2923;Lamarche;1;c;87144303;;LAH;88320;Lamarche;88-258;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.7604385;48.0901299;
2924;Martigny-les-Bains;1;c;87144295;;MYI;88320;Martigny-les-Bains;88-289;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.8255764;48.1086889;
2925;Contrex̩ville;1;c;87144287;;CXC;88140;Contrex̩ville;88-114;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.890633;48.1796129;
2926;Vittel;1;c;87144279;;VIT;88800;Vittel;88-516;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.9418718;48.2024882;
2927;Hymont - Mattaincourt;1;c;87144220;;HAI;88500;Hymont;88-246;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1402129;48.2708192;
2928;Mirecourt;1;b;87144212;;MIR;88500;Mirecourt;88-304;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.129651;48.299243;
2929;Poussay;1;c;87144204;;;88500;Poussay;88-357;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1264359;48.3227513;
2930;Corcieux Van̩mont;1;c;87144196;;CXV;88430;Houssi̬re;88-244;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.8772915;48.1982842;
2931;Biffontaine;1;c;87144188;;BFF;88430;Biffontaine;88-059;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.8071811;48.2059398;
2932;Laveline-devant-Bruy̬res;1;c;87144162;;LVB;88600;Laveline-devant-Bruy̬res;88-262;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.7512466;48.185596;
2933;Bruy̬res;1;c;87144154;;BUY;88600;Bruy̬res;88-078;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.7187638;48.204895;
2934;Bains-les-Bains;1;c;87144147;;BNS;88240;Bains-les-Bains;88-029;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.2952683;47.9811282;
2935;Xertigny;1;c;87144121;;XTY;88220;Xertigny;88-530;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.3767687;48.0530255;
2936;Raves - Ban-de-Laveline;1;c;87144105;;RVB;88520;Raves;88-375;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;7.0378799;48.265723;
2937;Thaon;1;b;87144097;;TAO;88150;Thaon-les-Vosges;88-465;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.416384;48.244650;
2938;Igney;1;c;87144089;;IYA;88150;Igney;88-247;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.3995463;48.2709639;
2939;Ch̢tel - Nomexy;1;b;87144071;;CEO;88330;Nomexy;88-327;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.387807;48.307156;
2940;Vincey;1;c;87144063;;VCY;88450;Vincey;88-513;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.3355129;48.3436471;
2941;Charmes;1;b;87144055;;CHS;88130;Charmes;88-090;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.301537;48.378483;
2942;L̩panges;1;c;87144048;;LPV;88600;L̩panges-sur-Vologne;88-266;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.6722884;48.1727165;
2943;Docelles - Chenim̩nil;1;c;87144030;;DOC;88460;Docelles;88-135;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.6104793;48.1436134;
2944;Saint-Di̩-des-Vosges;1;b;87144014;;STD;88100;Saint-Di̩-des-Vosges;88-413;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;2;6.948656;48.282225;
2945;��pinal;1;b;87144006;;ELP;88000;��pinal;88-160;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;2;6.441787;48.178005;
2946;Vraincourt;1;c;87143024;;VWV;52310;Vraincourt;52-548;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.1239383;48.2366981;
2947;Damblain;1;c;87142497;;DBN;88320;Damblain;88-123;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.6563504;48.0937645;
2948;Merrey;1;c;87142406;;MRY;52240;Merrey;52-320;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION LORRAINE;1;5.5949561;48.0540899;
2950;Donjeux;1;c;87142273;;DNJ;52300;Donjeux;52-175;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.1482245;48.3658544;
2951;Gudmont;1;c;87142265;;GDM;52320;Gudmont-Villiers;52-230;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.1408271;48.3382279;
2952;Froncles;1;c;87142240;;FEB;52320;Froncles;52-211;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.1419387;48.2964154;
2953;Vignory;1;c;87142232;;VNR;52320;Vignory;52-524;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.1241594;48.2701366;
2954;Bologne;1;c;87142224;;BOG;52310;Bologne;52-058;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.1342228;48.1986877;
2955;Culmont - Chalindrey;1;c;87142125;;CYN;52600;Chalindrey;52-093;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION LORRAINE;1;5.4432217;47.8100902;
2956;Lorraine TGV;1;a;87142109;;TGL;57420;Louvigny;57-422;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;2; 6.169838;48.947773;
2957;Langres;1;c;87142091;;LAG;52200;Langres;52-269;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.3444064;47.8769474;
2958;Chaumont;1;b;87142000;;CHM;52000;Chaumont;52-121;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;2;5.13460;48.10976;
2959;Pont-��-Mousson;1;b;87141820;;PAM;54700;Pont-��-Mousson;54-431;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.050842;48.900580;
2960;Dieulouard;1;b;87141812;;DID;54380;Dieulouard;54-157;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.071489;48.843367;
2961;Belleville;1;c;87141804;;BEE;54940;Belleville;54-060;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1018641;48.8195721;
2962;Marbache;1;c;87141796;;MAH;54820;Marbache;54-351;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1091755;48.8010405;
2963;Pompey;1;c;87141788;;PPE;54340;Pompey;54-430;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.13061;48.77304;
2964;Diarville;1;c;87141648;;DVL;54930;Diarville;54-156;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1264922;48.3975653;
2965;Praye sous Vaud̩mont;1;c;87141622;;PYE;54116;Flin;54-199;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1006981;48.4327891;
2966;V̩zelise;1;c;87141606;;VZL;54330;V̩zelise;54-563;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1006508;48.4805518;
2967;Tantonville;1;c;87141598;;TVE;54116;Tantonville;54-513;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.129105;48.4838433;
2968;Ceintrey;1;c;87141572;;CIT;54109;Ceintrey;54-109;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1572868;48.523865;
2969;Pulligny - Autrey;1;c;87141564;;PUI;54160;Autrey;54-032;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1374765;48.5360716;
2970;Pierreville;1;c;87141556;;PVE;54160;Pierreville;54-429;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1241409;48.5488838;
2971;Xeuilley;1;c;87141549;;XEU;54990;Xeuilley;54-596;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1022334;48.5697134;
2972;Bainville-sur-Madon;1;c;87141531;;BNK;54550;Bainville-sur-Madon;54-043;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.099327;48.5863794;
2973;Pont-Saint-Vincent;1;c;87141523;;PSV;54550;Pont-Saint-Vincent;54-432;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1031502;48.6023732;
2974;Neuves-Maisons;1;c;87141507;;NAS;54230;Neuves-Maisons;54-397;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1078904;48.6147666;
2975;Messein;1;c;87141499;;MSJ;54850;Messein;54-366;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1378364;48.6128788;
2976;Ludres;1;c;87141481;;LUD;54710;Ludres;54-328;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1709118;48.6219545;
2977;Houdemont;1;c;87141473;;HDT;54180;Houdemont;54-265;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1797255;48.645478;
2978;Thiaville;1;c;87141432;;TIA;54519;Thiaville-sur-Meurthe;54-519;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.8102635;48.4139874;
2979;Bertrichamps;1;c;87141424;;BHZ;54120;Bertrichamps;54-065;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.7912343;48.4283359;
2980;Baccarat;1;b;87141416;;BAC;54120;Baccarat;54-039;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.743830;48.452405;
2981;Azerailles;1;c;87141408;;AZE;54122;Azerailles;54-038;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.695778;48.4913355;
2982;M̩nil Flin;1;c;87141390;;MFN;54200;Flin;54-199;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.6592265;48.5050204;
2983;Chenevi̬res;1;c;87141382;;CKY;54122;Chenevi̬res;54-125;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.6325613;48.5195062;
2984;Saint-Cl̩ment - Laronxe;1;c;87141374;;SCX;54950;Saint-Cl̩ment;54-472;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.6081108;48.5312283;
2985;Neufch̢teau;1;c;87141291;;NCH;88300;Neufch̢teau;88-321;Vosges;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.6904018;48.3583428;
2986;Bayon;1;b;87141218;;BYN;54290;Bayon;54-054;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.322569;48.468046;
2987;Einvaux;1;c;87141200;;EIN;54360;Einvaux;54-175;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.3932959;48.5034859;
2988;Lun̩ville;1;b;87141150;;LNE;54300;Lun̩ville;54-329;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;2;6.497270;48.588233;
2989;Mont-sur-Meurthe;1;c;87141143;;MMT;54360;Mont-sur-Meurthe;54-383;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.4496444;48.5599456;
2990;Blainville - Damelevi̬res;1;b;87141135;;BLV;54360;Damelevi̬res;54-152;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.386953;48.564971;
2991;Rosi̬res-aux-Salines;1;b;87141127;;ROI;54110;Rosi̬res-aux-Salines;54-462;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.350457;48.605630;
2992;Dombasle-sur-Meurthe;1;b;87141119;;DBS;54110;Dombasle-sur-Meurthe;54-159;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.343478;48.623275;
2993;Varang̩ville - Saint-Nicolas;1;b;87141101;;VRA;54110;Varang̩ville;54-549;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.31286037;48.63533929;
2994;Laneuveville-devant-Nancy;1;c;87141093;;LNV;54410;Laneuveville-devant-Nancy;54-300;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.22792;48.65564;
2995;Champigneulles;1;c;87141085;;CHG;54250;Champigneulles;54-115;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.16913;49.73499;
2996;Frouard;1;c;87141077;;FRD;54390;Frouard;54-215;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.14411;48.75545;
2997;Liverdun;1;c;87141069;;LDN;54460;Liverdun;54-318;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.0617374;48.7493158;
2998;Fontenoy-sur-Moselle;1;c;87141051;;FBE;54840;Fontenoy-sur-Moselle;54-202;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.9803654;48.711721;
2999;Toul;1;b;87141044;;TOL;54200;Toul;54-528;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;2;5.880615;48.679018;
3000;Foug;1;c;87141036;;FUG;54570;Foug;54-205;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.7912761;48.6792561;
3001;Jarville-la-Malgrange;1;c;87141010;;JAR;54140;Jarville-la-Malgrange;54-274;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.2024643;48.6698381;
3002;Nancy;1;a;87141002;;NCY;54000;Nancy;54-395;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;3; 6.174583;48.689861;
3003;Brion - Montr̩al-la-Cluse;1;c;87131961;;BMC;1460;Brion;01-063;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;5.5585203;46.1757013;
3004;Bar-sur-Aube;1;c;87118299;;BRB;10200;Bar-sur-Aube;10-033;Aube;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.7066708;48.2385399;
3005;Vendeuvre;1;c;87118257;;VUV;10140;Vendeuvre-sur-Barse;10-401;Aube;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.4672135;48.2400686;
3006;Nogent-sur-Seine;1;b;87118190;;NOG;10400;Nogent-sur-Seine;10-268;Aube;Champagne-Ardenne;AG Est-Europ̩en;REGION DE PARIS-EST;1;3.49372888;48.49783878;
3007;Romilly-sur-Seine;1;b;87118158;;RMY;10100;Romilly-sur-Seine;10-323;Aube;Champagne-Ardenne;AG Est-Europ̩en;REGION DE PARIS-EST;1;3.728887;48.514433;
3008;Troyes;1;a;87118000;;TOY;10014;Troyes;10-387;Aube;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;2; 4.065281;48.296069;
3010;Cr̩cy-la-Chapelle;1;b;87116772;;CLC;77580;Cr̩cy-la-Chapelle;77-142;Seine-et-Marne;�_le-de-France;AG Ile-de-France;REGION DE PARIS-EST;;2.905748;48.859391;
3011;Villiers Montbarbin;1;c;87116749;;VBB;77580;Cr̩cy-la-Chapelle;77-142;Seine-et-Marne;�_le-de-France;AG Ile-de-France;REGION DE PARIS-EST;;2.8830418;48.8632544;
3012;Couilly - Saint-Germain - Quincy;1;c;87116731;;CYQ;77860;Saint-Germain-sur-Morin;77-413;Seine-et-Marne;�_le-de-France;AG Ile-de-France;REGION DE PARIS-EST;;2.854057;48.8830205;
3013;Oulchy - Breny;1;c;87116699;;OCH;2210;Breny;02-121;Aisne;Picardie;AG Manche-Nord;REGION DE PARIS-EST;1;3.3524421;49.1876743;
3014;Neuilly-Saint-Front;1;c;87116681;;NSF;2470;Neuilly-Saint-Front;02-543;Aisne;Picardie;AG Manche-Nord;REGION DE PARIS-EST;1;3.2710249;49.1871466;
3015;La Fert̩-Milon;1;c;87116673;;LFM;2460;Fert̩-Milon;02-307;Aisne;Picardie;AG Manche-Nord;REGION DE PARIS-EST;1;3.1207223;49.1797269;
3016;Mareuil-sur-Ourcq;1;c;87116665;;MAQ;60890;Mareuil-sur-Ourcq;60-380;Oise;Picardie;AG Manche-Nord;REGION DE PARIS-EST;1;3.075653;49.1355418;
3017;Crouy-sur-Ourcq;1;b;87116640;;CQQ;77840;Crouy-sur-Ourcq;77-148;Seine-et-Marne;�_le-de-France;AG Ile-de-France;REGION DE PARIS-EST;;3.063081;49.091821;
3018;Lizy-sur-Ourcq;1;b;87116632;;LZO;77440;Lizy-sur-Ourcq;77-257;Seine-et-Marne;�_le-de-France;AG Ile-de-France;REGION DE PARIS-EST;;3.031718;49.021929;
3019;Isles - Armenti̬res - Congis;1;c;87116616;;IAC;77440;Isles-les-Meldeuses;77-231;Seine-et-Marne;�_le-de-France;AG Ile-de-France;REGION DE PARIS-EST;;3.0072998;48.9980994;
3020;Ch̢teau-Thierry;1;b;87116582;;CTH;2400;Ch̢teau-Thierry;02-168;Aisne;Picardie;AG Manche-Nord;REGION DE PARIS-EST;2;3.409514;49.038224;
3021;Ch̩zy-sur-Marne;1;c;87116574;;CYZ;2570;Ch̩zy-sur-Marne;02-186;Aisne;Picardie;AG Manche-Nord;REGION DE PARIS-EST;1;3.3644624;48.9919109;
3022;Nogent-l'Artaud - Charly;1;c;87116566;;NAA;2310;Nogent-l'Artaud;02-555;Aisne;Picardie;AG Manche-Nord;REGION DE PARIS-EST;1;3.3220981;48.968872;
3023;Nanteuil - Sa̢cy;1;b;87116558;;NAU;77730;Sa̢cy-sur-Marne;77-397;Seine-et-Marne;�_le-de-France;AG Ile-de-France;REGION DE PARIS-EST;;3.2200172;48.9738082;
